,Unnamed: 0,period_begin,period_end,table_id,region,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code
187570,187570,2012-02-01,2012-02-29,27160,"Jackson, OH metro area",OH,All Residential,-1,6200.0,0.8823529411764705,-0.7405857740585774,21900.0,-0.8143702451394758,-0.8007279344858963,4.817404817404817,-0.1176470588235295,-0.6720536553172535,17.436305732484076,-0.6337824601275949,-0.719496009690338,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5,0.0,3.0,0.5,2.0,3.0,1.0,2.0,134.0,-8.0,121.0,0.6262626262626263,-0.0561120038879591,-0.3737373737373737,0.0,0.0,0.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,0.0,"Jackson, OH",27160
187571,187571,2012-05-01,2012-05-31,27160,"Jackson, OH metro area",OH,All Residential,-1,85000.0,0.8823529411764705,-0.2916666666666666,21900.0,-0.8143702451394758,-0.8007279344858963,78.70370370370371,-0.1176470588235295,0.0785774198959905,17.436305732484076,-0.6337824601275949,-0.719496009690338,1.0,0.0,-0.5,1.0,0.0,-0.5,1.0,-0.5,0.0,2.0,0.5,0.0,2.0,1.0,1.0,191.0,-8.0,145.0,0.9454949944382648,-0.0561120038879591,0.0772822063350651,0.0,0.0,0.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,0.0,"Jackson, OH",27160
187572,187572,2012-06-01,2012-06-30,27160,"Jackson, OH metro area",OH,All Residential,-1,160000.0,0.8823529411764705,9.0,21900.0,-0.8143702451394758,-0.8007279344858963,69.44444444444444,-0.1176470588235295,3.8871527777777777,17.436305732484076,-0.6337824601275949,-0.719496009690338,1.0,0.0,0.0,1.0,0.0,-0.5,1.0,-0.5,0.0,3.0,0.5,0.0,3.0,1.0,0.0,183.0,-8.0,94.0,0.8893829905503056,-0.0561120038879591,-0.1106170094496943,0.0,0.0,0.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,0.0,"Jackson, OH",27160
187573,187573,2012-09-01,2012-09-30,27160,"Jackson, OH metro area",OH,All Residential,-1,62000.0,0.8823529411764705,4.904761904761905,21900.0,-0.8143702451394758,-0.8007279344858963,51.96982397317687,-0.1176470588235295,5.894663313774798,17.436305732484076,-0.6337824601275949,-0.719496009690338,1.0,0.0,-0.6666666666666667,1.0,0.0,-0.6666666666666667,1.0,-0.5,0.0,4.0,0.5,-0.3333333333333333,4.0,1.0,2.0,36.0,-8.0,5.0,0.8985507246376812,-0.0561120038879591,0.0563829997410817,0.0,0.0,0.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,0.0,"Jackson, OH",27160
187574,187574,2012-10-01,2012-10-31,27160,"Jackson, OH metro area",OH,All Residential,-1,56000.0,-0.0967741935483871,0.9787985865724382,57900.0,-0.8143702451394758,4.848484848484849,27.65432098765432,-0.4678773397052967,0.0631767220695371,33.50694444444444,-0.6337824601275949,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-0.5,1.0,4.0,0.0,-0.4285714285714286,4.0,0.0,-3.0,91.0,55.0,67.0,0.8,-0.0985507246376811,-0.2107142857142856,0.0,0.0,-1.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,0.0,"Jackson, OH",27160
187575,187575,2012-12-01,2012-12-31,27160,"Jackson, OH metro area",OH,All Residential,-1,475000.0,-0.0967741935483871,0.9787985865724382,295750.0,-0.8143702451394758,4.848484848484849,182.1319018404908,-0.4678773397052967,0.0631767220695371,115.58280437523908,-0.6337824601275949,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-0.5,1.0,5.0,0.0,-0.4285714285714286,5.0,0.0,-3.0,91.0,55.0,67.0,0.8347978910369068,-0.0985507246376811,-0.2107142857142856,0.0,0.0,-1.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,1.0,0.0,0.0,"Jackson, OH",27160
187576,187576,2013-01-01,2013-01-31,27160,"Jackson, OH metro area",OH,All Residential,-1,5830.0,-0.9877263157894736,0.9787985865724382,54900.0,-0.8143702451394758,4.848484848484849,4.991438356164384,-0.9725943763518384,0.0631767220695371,42.32845026985351,-0.6337824601275949,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5,1.0,4.0,-0.1999999999999999,-0.4285714285714286,4.0,-1.0,-3.0,81.0,55.0,67.0,0.8347978910369068,-0.0985507246376811,-0.2107142857142856,0.0,0.0,-1.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,-1.0,0.0,"Jackson, OH",27160
187577,187577,2013-02-01,2013-02-28,27160,"Jackson, OH metro area",OH,All Residential,-1,53500.0,8.176672384219556,7.629032258064516,28500.0,-0.4808743169398906,4.848484848484849,30.96064814814815,5.202750778222476,5.426831317204301,17.723880597014926,-0.5812773563874615,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.25,0.6666666666666667,5.0,1.0,2.0,89.0,8.0,-45.0,0.924006908462867,-0.0985507246376811,0.2977442822002407,0.0,0.0,0.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,-1.0,0.0,"Jackson, OH",27160
187578,187578,2013-06-01,2013-06-30,27160,"Jackson, OH metro area",OH,All Residential,-1,135000.0,8.176672384219556,-0.15625,28500.0,-0.4808743169398906,4.848484848484849,104.65116279069768,5.202750778222476,0.5069767441860464,17.723880597014926,-0.5812773563874615,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.25,-0.3333333333333333,2.0,1.0,-1.0,89.0,8.0,-45.0,0.9649749821300928,-0.0985507246376811,0.0755919915797872,0.0,0.0,0.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,-1.0,0.0,"Jackson, OH",27160
187579,187579,2013-09-01,2013-09-30,27160,"Jackson, OH metro area",OH,All Residential,-1,22034.0,8.176672384219556,-0.6446129032258064,69900.0,-0.4808743169398906,4.848484848484849,17.431962025316455,5.202750778222476,-0.6645753113515721,71.91358024691358,-0.5812773563874615,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.25,0.0,4.0,1.0,0.0,10.0,8.0,-26.0,1.1017,-0.0985507246376811,0.2031492753623187,1.0,0.0,1.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,-1.0,0.0,"Jackson, OH",27160
187580,187580,2013-11-01,2013-11-30,27160,"Jackson, OH metro area",OH,All Residential,-1,45000.0,8.176672384219556,-0.6446129032258064,62700.0,-0.4808743169398906,4.848484848484849,28.735632183908045,5.202750778222476,-0.6645753113515721,24.247011912574827,-0.5812773563874615,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,7.0,0.25,0.0,7.0,1.0,0.0,51.0,8.0,-26.0,0.7512520868113522,-0.0985507246376811,0.2031492753623187,0.0,0.0,1.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,-1.0,0.0,"Jackson, OH",27160
187581,187581,2013-12-01,2013-12-31,27160,"Jackson, OH metro area",OH,All Residential,-1,15400.0,-0.6577777777777777,-0.967578947368421,62700.0,-0.4808743169398906,4.848484848484849,11.331861662987492,-0.6056512141280352,-0.9377821153324812,24.247011912574827,-0.5812773563874615,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,-0.2857142857142857,0.0,5.0,-2.0,0.0,22.0,-29.0,-26.0,1.0,0.2487479131886477,0.1652021089630931,0.0,0.0,0.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,-1.0,"Jackson, OH",27160
187582,187582,2014-01-01,2014-01-31,27160,"Jackson, OH metro area",OH,All Residential,-1,116294.0,6.551558441558441,18.947512864494,62700.0,-0.4808743169398906,4.848484848484849,39.28851351351352,2.4670837574587576,6.871180751935468,24.247011912574827,-0.5812773563874615,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,-0.1999999999999999,0.0,4.0,-1.0,0.0,29.0,7.0,-52.0,1.0572181818181818,0.0572181818181818,0.1652021089630931,1.0,1.0,1.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,0.0,"Jackson, OH",27160
187583,187583,2014-04-01,2014-04-30,27160,"Jackson, OH metro area",OH,All Residential,-1,25000.0,6.551558441558441,18.947512864494,62700.0,-0.4808743169398906,4.848484848484849,18.08972503617945,2.4670837574587576,6.871180751935468,24.247011912574827,-0.5812773563874615,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,-0.1999999999999999,0.0,5.0,-1.0,0.0,21.0,7.0,-52.0,0.8361204013377926,0.0572181818181818,0.1652021089630931,0.0,1.0,1.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,0.0,"Jackson, OH",27160
187584,187584,2014-05-01,2014-05-31,27160,"Jackson, OH metro area",OH,All Residential,-1,69900.0,1.7959999999999998,18.947512864494,62700.0,-0.4808743169398906,4.848484848484849,65.69548872180451,2.631646616541353,6.871180751935468,24.247011912574827,-0.5812773563874615,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,-0.4,0.0,3.0,-2.0,0.0,6.0,-15.0,-52.0,1.0,0.1638795986622073,0.1652021089630931,0.0,0.0,1.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,0.0,"Jackson, OH",27160
187585,187585,2014-06-01,2014-06-30,27160,"Jackson, OH metro area",OH,All Residential,-1,54000.0,-0.2274678111587983,-0.5999999999999999,62700.0,-0.4808743169398906,4.848484848484849,41.63454124903624,-0.3662496153222523,-0.6021588280647647,24.247011912574827,-0.5812773563874615,3.3559027777777777,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,-0.3333333333333333,0.0,2.0,-1.0,0.0,1.0,-5.0,-52.0,0.9836065573770492,-0.0163934426229508,0.0186315752469562,0.0,0.0,0.0,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,0.0,"Jackson, OH",27160
187586,187586,2014-09-01,2014-09-30,27160,"Jackson, OH metro area",OH,All Residential,-1,157544.5,-0.2274678111587983,6.150063538168284,77200.0,-0.4808743169398906,0.1044349070100143,35.76318681318681,-0.3662496153222523,1.0515870078909018,64.36813186813187,-0.5812773563874615,-0.1049238315332736,2.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,3.0,13.0,-0.3333333333333333,2.25,6.5,-1.0,2.5,50.0,-5.0,40.0,1.0072355728397129,-0.0163934426229508,-0.094464427160287,0.5,0.0,-0.5,0.0116279069767441,0.0019927536231884,0.0033730158730158,0.0,0.0,0.0,"Jackson, OH",27160
